AOP,ID,s.name,Stressor
"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",48,polyamines,[mesh:D011073]
"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",48,spermidine,[mesh:D013095]
"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",48,homocysteine,[mesh:D006710]
"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",48,DomA,[CHEBI:27637]
"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",48,GLF,[mesh:D020904]
"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",48,ATP,[CHEBI:30616]
"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",48,Ca2+,[CHEBI:29108]
"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",48,kainate,[mesh:D007608]
"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",48,ibotenic acid,[mesh:D007051]
"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",48,alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropiona,[mesh:D018350]
"Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.",48,N-methyl-D-aspartate,[mesh:D016202]
Inhibition of lysyl oxidase leading to enhanced chronic fish toxicity,242,dithiocarbamates,[CHEBI:38129]
Inhibition of lysyl oxidase leading to enhanced chronic fish toxicity,242,thiram,[mesh:D013893]
Inhibition of lysyl oxidase leading to enhanced chronic fish toxicity,242,ziram,[mesh:D015039]
Inhibition of lysyl oxidase leading to enhanced chronic fish toxicity,242,NaDTMC,[mesh:C071798]
Inhibition of lysyl oxidase leading to enhanced chronic fish toxicity,242,maneb,[mesh:D008344]
Inhibition of lysyl oxidase leading to enhanced chronic fish toxicity,242,lysyl,[CHEBI:32568]
Reduction in photophosphorylation leading to growth inhibition in aquatic plants,245,"3,5-dichlorophenol",[mesh:C116190]
Estrogen receptor agonism leads to reduced fecundity via increased vitellogenin in the liver,537,Estrogen,[mesh:D004967]
Estrogen receptor agonism leads to reduced fecundity via increased vitellogenin in the liver,537,vitellogenin,[mesh:C073189]
Thyroperoxidase inhibition leading to altered amphibian metamorphosis,175,thyroxine (T4,[mesh:D013974]
Thyroperoxidase inhibition leading to altered amphibian metamorphosis,175,iodothyronine,[CHEBI:24864]
Thyroperoxidase inhibition leading to altered amphibian metamorphosis,175,tyrosyl,[CHEBI:32789]
Thyroperoxidase inhibition leading to altered amphibian metamorphosis,175,benzophenone-2,[mesh:C035476]
Thyroperoxidase inhibition leading to altered amphibian metamorphosis,175,triiodothyronine,[mesh:D014284]
Thyroperoxidase inhibition leading to altered amphibian metamorphosis,175,methimazole,[mesh:D008713]
Thyroperoxidase inhibition leading to altered amphibian metamorphosis,175,6-propylthiouracil,[CHEBI:8502]
Thyroperoxidase inhibition leading to altered amphibian metamorphosis,175,2-mercaptobenzothiazole,[mesh:C005563]
Inhibition of mitochondrial DNA polymerase gamma leading to kidney toxicity,256,nucleotides,[mesh:D009711]
Inhibition of mitochondrial DNA polymerase gamma leading to kidney toxicity,256,Nucleoside,[mesh:D009705]
Inhibition of mitochondrial DNA polymerase gamma leading to kidney toxicity,256,nucleos(t)ide,[CHEBI:33252]
Sodium Iodide Symporter (NIS) Inhibition leading to altered amphibian metamorphosis,176,tyrosine,[mesh:D014443]
Sodium Iodide Symporter (NIS) Inhibition leading to altered amphibian metamorphosis,176,tyrosines,[CHEBI:18186]
Sodium Iodide Symporter (NIS) Inhibition leading to altered amphibian metamorphosis,176,thyroxine (T4,[mesh:D013974]
Sodium Iodide Symporter (NIS) Inhibition leading to altered amphibian metamorphosis,176,perchlorate,[mesh:C494474]
Sodium Iodide Symporter (NIS) Inhibition leading to altered amphibian metamorphosis,176,triiodothyronine,[mesh:D014284]
Sodium Iodide Symporter (NIS) Inhibition leading to altered amphibian metamorphosis,176,iodine,[mesh:D007455]
Sodium Iodide Symporter (NIS) Inhibition leading to altered amphibian metamorphosis,176,Sodium Iodide,[mesh:D012974]
Serotonin 1A Receptor Agonism leading to Anti-depressant Activity via Ca Channel Inhibition,236,Ca,[CHEBI:39099]
Serotonin 1A Receptor Agonism leading to Anti-depressant Activity via Ca Channel Inhibition,236,Ca2+,[CHEBI:29108]
Serotonin 1A Receptor Agonism leading to Anti-depressant Activity via Ca Channel Inhibition,236,serotonin,[CHEBI:350546]
Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment,54,I,[CHEBI:30009]
Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment,54,thyroid hormones,[mesh:D013963]
Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment,54,iodide,[mesh:D007454]
Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment,54,Na+,[CHEBI:29101]
Nicotinic acetylcholine receptor activation contributes to mitochondrial dysfunction and leads to colony loss/failure,178,acetylcholine,[mesh:D000109]
Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality,450,methyl parathion,[mesh:D008743]
Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality,450,Oxygen,[mesh:D010100]
Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality,450,tabun,[mesh:C009374]
Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality,450,ethyl parathion,[mesh:D010278]
Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality,450,serine,[mesh:D012694]
Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality,450,phosphate,[mesh:D010710]
Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality,450,sarin,[mesh:D012524]
Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality,450,paraoxon,[mesh:D010261]
Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality,450,organophosphate,[mesh:D010755]
Ceramide synthase inhibition leading to neural tube defects,449,FB1,[CHEBI:38221]
Ceramide synthase inhibition leading to neural tube defects,449,folate,[CHEBI:62501]
Ceramide synthase inhibition leading to neural tube defects,449,fumonisins,[mesh:D037341]
Ceramide synthase inhibition leading to neural tube defects,449,Ceramide,[CHEBI:52639]
Ceramide synthase inhibition leading to neural tube defects,449,fumonisin FB1,[mesh:C056933]
Mitochondrial ATP synthase antagonism leading to growth inhibition (2),291,ATP,[CHEBI:30616]
"Kidney failure induced by inhibition of mitochondrial electron transfer chain through apoptosis, inflammation and oxidative stress pathways",447,Sodium,[mesh:D012964]
"Kidney failure induced by inhibition of mitochondrial electron transfer chain through apoptosis, inflammation and oxidative stress pathways",447,phosphate,[mesh:D010710]
Succinate dehydrogenase inhibition leading to increased insulin resistance through reduction in circulating thyroxine,457,phthalate,[CHEBI:17563]
Succinate dehydrogenase inhibition leading to increased insulin resistance through reduction in circulating thyroxine,457,Oxygen,[mesh:D010100]
Succinate dehydrogenase inhibition leading to increased insulin resistance through reduction in circulating thyroxine,457,glucose,[CHEBI:42758]
Succinate dehydrogenase inhibition leading to increased insulin resistance through reduction in circulating thyroxine,457,DEHP,[mesh:D004051]
Succinate dehydrogenase inhibition leading to increased insulin resistance through reduction in circulating thyroxine,457,phthalate ester,[CHEBI:35484]
Succinate dehydrogenase inhibition leading to increased insulin resistance through reduction in circulating thyroxine,457,Succinate,[mesh:D019802]
Succinate dehydrogenase inhibition leading to increased insulin resistance through reduction in circulating thyroxine,457,thydroid,[CHEBI:17821]
Reactive oxygen species and subsequent oxidative stress lead to increased incidence of digestive morbidity and mortality in the general population,453,Oxygen,[mesh:D010100]
Activation of reactive oxygen species leading the atherosclerosis,462,Oxygen,[mesh:D010100]
AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,458,8 tetrachlorodibenzo-p-dioxin,[CHEBI:28119]
AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,458,PCB-126,[mesh:C023035]
AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,458,polychlorinated biphenyls,[CHEBI:53156]
AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,458,ITE,[mesh:C005801]
AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,458,TCDD,[mesh:D013749]
AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,458,dioxin,[mesh:D004147]
AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,458,PCB-169,[mesh:C027309]
AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,459,8 tetrachlorodibenzo-p-dioxin,[CHEBI:28119]
AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,459,PCB-126,[mesh:C023035]
AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,459,Oxygen,[mesh:D010100]
AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,459,polychlorinated biphenyls,[CHEBI:53156]
AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,459,TCDD,[mesh:D013749]
AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,459,dioxin,[mesh:D004147]
AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,459,PCB-169,[mesh:C027309]
The AOP framwork on silica nanopariticles induced hepatoxicity,463,silica,[mesh:D012822]
Alcohol dehydrogenase leading to reproductive dysfunction,465,Estrogen,[mesh:D004967]
Alcohol dehydrogenase leading to reproductive dysfunction,465,alcohol,[CHEBI:16236]
Alcohol dehydrogenase leading to reproductive dysfunction,465,DEHP,[mesh:D004051]
Calcium overload in dopaminergic neurons of the substantia nigra leading to parkinsonian motor deficits,464,Calcium,[mesh:D002118]
Energy deposition from internalized Ra-226 decay lower oxygen binding capacity of hemocyanin,473,Oxygen,[mesh:D010100]
Energy deposition from internalized Ra-226 decay lower oxygen binding capacity of hemocyanin,473,Ra226,[mesh:C035279]
Energy deposition from internalized Ra-226 decay lower oxygen binding capacity of hemocyanin,473,Ra-226,[mesh:C000615152]
Succinate dehydrogenase inactivation leads to cancer by promoting EMT,474,Oxygen,[mesh:D010100]
Succinate dehydrogenase inactivation leads to cancer by promoting EMT,474,fumarate,[CHEBI:29806]
Succinate dehydrogenase inactivation leads to cancer by promoting EMT,474,Succinate,[mesh:D019802]
Succinate dehydrogenase inactivation leads to cancer by promoting EMT,474,ubiquinone,[mesh:D014451]
Succinate dehydrogenase inactivation leads to cancer by promoting EMT,474,Calcium,[mesh:D002118]
Reactive oxygen speicies overproduction leading to increased digestive morbidity and mortality in generation population,469,Oxygen,[mesh:D010100]
Doda decarboxylase leading to mortality,466,dopamine,[mesh:D004298]
Doda decarboxylase leading to mortality,466,"3,4-dihydroxyphenylalanine",[CHEBI:49168]
Deposition of energy leading to occurrence of bone loss,482,amino acids,[mesh:D000596]
Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity,476,polybrominated diphenyl ethers,[mesh:D055768]
Androgen receptor (AR) antagonism leading to hypospadias in male (mammalian) offspring,477,Androgen,[mesh:D000728]
Mitochondrial complexes inhibition leading to heart failure via decreased ATP production,480,ATP,[CHEBI:30616]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,glutamate,[mesh:D018698]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,amino acids,[mesh:D000596]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,homocysteine,[mesh:D006710]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,dopamine,[mesh:D004298]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,Aminooxyacetic acid,[mesh:D000625]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,betaine,[mesh:D001622]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,Hcy,[CHEBI:17588]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,cystathione,[CHEBI:17755]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,methionine,[CHEBI:16643]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,superoxide,[mesh:D013481]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,Ca2+,[CHEBI:29108]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,hydrogen sulfide,[mesh:D006862]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,Cystathionine,[mesh:D003540]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,cysteine,[mesh:D003545]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropiona,[mesh:D018350]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,H2S,[CHEBI:16136]
Inhibition of Cystathionine Beta synthase leading to impaired the early development of anterior-posterior axis,301,N-methyl-D-aspartate,[mesh:D016202]
AOPs of amorphous silica nanoparticles: ROS-mediated oxidative stress increased respiratory dysfunction and diseases.,481,silica,[mesh:D012822]
Increased LCN2/iron complex leading to neurological disorders,498,iron,[mesh:D007501]
Increased LCN2/iron complex leading to neurological disorders,498,Oxygen,[mesh:D010100]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via disrupted neurotransmitter release,499,Pb,[CHEBI:53319]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via disrupted neurotransmitter release,499,Mn,[CHEBI:18291]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via disrupted neurotransmitter release,499,arsenic,[mesh:D001151]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via disrupted neurotransmitter release,499,As,[CHEBI:47217]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via disrupted neurotransmitter release,499,Ca2+,[CHEBI:29108]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via disrupted neurotransmitter release,499,Cd,[CHEBI:22977]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via disrupted neurotransmitter release,499,cadmium,[mesh:D002104]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via disrupted neurotransmitter release,499,manganese,[mesh:D008345]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via disrupted neurotransmitter release,499,Calcium,[mesh:D002118]
Uncharacterized liver damage leading to hepatocellular carcinoma,1,"1,4-Dioxane",[mesh:C025223]
Uncharacterized liver damage leading to hepatocellular carcinoma,1,"1,1,1-trichloroethane",[mesh:C024566]
Androgen receptor activation leading to prostate cancer,495,Androgen,[mesh:D000728]
pentachlorophenol early events,5,RO8191,[mesh:C000655265]
pentachlorophenol early events,5,imiquimod,[mesh:D000077271]
pentachlorophenol early events,5,PCP,[CHEBI:41473]
pentachlorophenol early events,5,pentachlorophenol,[mesh:D010416]
Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits,3,dopamine,[mesh:D004298]
Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits,3,rotenone,[mesh:D012402]
Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits,3,"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",[mesh:D015632]
Androgen receptor agonism leading to reproduction dysfunction （in zebrafish）,496,17beta-trenbolone,[mesh:D014204]
Androgen receptor agonism leading to reproduction dysfunction （in zebrafish）,496,Androgen,[mesh:D000728]
Androgen receptor agonism leading to reproduction dysfunction （in zebrafish）,496,VTG,[mesh:D020888]
Androgen receptor agonism leading to reproduction dysfunction （in zebrafish）,496,11-KT,[mesh:C016531]
Ecdysone receptor agonism leading to incomplete ecdysis associated mortality,4,EDC,[CHEBI:27789]
Ecdysone receptor agonism leading to incomplete ecdysis associated mortality,4,Ecdysone,[mesh:D004440]
Ecdysone receptor agonism leading to incomplete ecdysis associated mortality,4,20E,[CHEBI:34306]
Ecdysone receptor agonism leading to incomplete ecdysis associated mortality,4,20-hydroxyecdysone,[mesh:D004441]
ERa inactivation alters mitochondrial functions and insulin signalling in skeletal muscle and leads to insulin resistance and metabolic syndrome,497,Estrogen,[mesh:D004967]
ERa inactivation alters mitochondrial functions and insulin signalling in skeletal muscle and leads to insulin resistance and metabolic syndrome,497,Oxygen,[mesh:D010100]
ERa inactivation alters mitochondrial functions and insulin signalling in skeletal muscle and leads to insulin resistance and metabolic syndrome,497,fatty acid,[mesh:D005227]
ERa inactivation alters mitochondrial functions and insulin signalling in skeletal muscle and leads to insulin resistance and metabolic syndrome,497,glucose,[CHEBI:42758]
AhR activation leading to liver fibrosis,494,alcohol,[CHEBI:16236]
AhR activation leading to liver fibrosis,494,dioxin,[mesh:D004147]
AhR activation leading to liver fibrosis,494,aryl hydrocarbon,[mesh:D006841]
AhR activation leading to liver fibrosis,494,tryptophan,[mesh:D014364]
Binding to the extracellular protein laminin leading to decreased cognitive function,486,DNT,[mesh:C023514]
Unknown MIE altering cholesterol metabolism leading to decreased cognition,487,cholesterol,[mesh:D002784]
Increased reactive oxygen species production leading to decreased cognitive function,488,Oxygen,[mesh:D010100]
Inhibition of voltage-gated sodium channels leading to decreased cognition,489,Sodium,[mesh:D012964]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,Estrogen,[mesh:D004967]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,uroporphyrin,[CHEBI:27259]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,iron,[mesh:D007501]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,Iron(II),[CHEBI:29033]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,heme,[mesh:D006418]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,carboxylated,[CHEBI:35757]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,porphyrins,[mesh:D011166]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,polychlorinated biphenyls,[CHEBI:53156]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,tetrapyrrole,[mesh:D045725]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,alcohol,[CHEBI:16236]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,HCP,[CHEBI:30664]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,porphyrin,[CHEBI:8337]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,TCDD,[mesh:D013749]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,Hexachlorobenzene,[mesh:D006581]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,heptacarboxyl- and hexacarboxyl porphyrin,[mesh:C042771]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,uroporphyrinogen,[mesh:D014577]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,aryl hydrocarbon,[mesh:D006841]
Aryl hydrocarbon receptor activation leading to uroporphyria,131,coprouroporphyrinogen,[CHEBI:15438]
"Decrease, GLI1/2 target gene expression leads to orofacial clefting",491,cyclopamine,[mesh:C000541]
Glutathione conjugation leading to reproductive dysfunction via oxidative stress,492,hydroxynonenal,[CHEBI:16111]
Glutathione conjugation leading to reproductive dysfunction via oxidative stress,492,glutathione,[CHEBI:57925]
Glutathione conjugation leading to reproductive dysfunction via oxidative stress,492,malondialdehyde,[mesh:D008315]
Glutathione conjugation leading to reproductive dysfunction via oxidative stress,492,PESTICIDES,[mesh:D010575]
Glutathione conjugation leading to reproductive dysfunction via oxidative stress,492,GSH,[mesh:D005978]
Glutathione conjugation leading to reproductive dysfunction via oxidative stress,492,atrazine,[CHEBI:15930]
ERa inactivation alters AT expansion and functions and leads to insulin resistance and metabolically unhealthy obesity,493,Estrogen,[mesh:D004967]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis,500,Pb,[CHEBI:53319]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis,500,Mn,[CHEBI:18291]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis,500,arsenic,[mesh:D001151]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis,500,As,[CHEBI:47217]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis,500,Ca2+,[CHEBI:29108]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis,500,Cd,[CHEBI:22977]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis,500,cadmium,[mesh:D002104]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis,500,manganese,[mesh:D008345]
Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis,500,Calcium,[mesh:D002118]
Inhibition of Fyna leading to increased mortality via decreased eye size (Microphthalmos),399,tyrosine,[mesh:D014443]
Inhibition of Fyna leading to increased mortality via decreased eye size (Microphthalmos),399,Saracatinib,[mesh:C515233]
Inhibition of Fyna leading to increased mortality via decreased eye size (Microphthalmos),399,Rosmarinic acid,[mesh:C041376]
Inhibition of Fyna leading to increased mortality via decreased eye size (Microphthalmos),399,Mastinib,[CHEBI:61399]
Inhibition of Fyna leading to increased mortality via decreased eye size (Microphthalmos),399,Staurosporine,[mesh:D019311]
Excessive iron accumulation leading to neurological disorders,501,iron,[mesh:D007501]
Acetylcholinesterase inhibition leading to acute mortality,16,acetylcholine,[mesh:D000109]
"Decrease, cholesterol synthesis leads to orofacial clefting",502,cholesterol,[mesh:D002784]
Deposition of ionizing energy leading to population decline via inhibition of photosynthesis,386,Oxygen,[mesh:D010100]
Deposition of ionizing energy leading to population decline via inhibition of photosynthesis,386,ATP,[CHEBI:30616]
Modulation of Adult Leydig Cell Function Subsequent to Proteomic Alterations in the Adult Leydig Cell,70,testosterone,[mesh:D013739]
Modulation of Adult Leydig Cell Function Subsequent to Decreased Cholesterol Synthesis or Transport in the Adult Leydig Cell,69,testosterone,[mesh:D013739]
Modulation of Adult Leydig Cell Function Subsequent to Decreased Cholesterol Synthesis or Transport in the Adult Leydig Cell,69,cholesterol,[mesh:D002784]
Modulation of Adult Leydig Cell Function Subsequent to Alterations in the Fetal Testis Protome,68,testosterone,[mesh:D013739]
Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis,67,testosterone,[mesh:D013739]
Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis,67,Estradiaol,[mesh:C000654743]
SULT1E1 inhibition leading to uterine adenocarcinoma via increased estrogen availability at target organ level,504,Estrogen,[mesh:D004967]
SULT1E1 inhibition leading to uterine adenocarcinoma via increased estrogen availability at target organ level,504,oestradiol,[mesh:D004958]
SULT1E1 inhibition leading to uterine adenocarcinoma via increased estrogen availability at target organ level,504,steroid,[mesh:D013256]
SULT1E1 inhibition leading to uterine adenocarcinoma via increased estrogen availability at target organ level,504,Sulfated steroids,[CHEBI:16158]
Nicotinic acetylcholine receptor activation contributes to abnormal role change within the worker bee caste leading to colony death failure 1,78,acetylcholine,[mesh:D000109]
Deposition of ionising energy leading to population decline via mitochondrial dysfunction,387,Oxygen,[mesh:D010100]
Deposition of ionising energy leading to population decline via mitochondrial dysfunction,387,ATP,[CHEBI:30616]
Reactive Oxygen Species (ROS) formation leads to cancer via inflammation pathway,505,Oxygen,[mesh:D010100]
Reactive Oxygen Species (ROS) formation leads to cancer via inflammation pathway,505,peroxyl,[CHEBI:25935]
Reactive Oxygen Species (ROS) formation leads to cancer via inflammation pathway,505,superoxide,[mesh:D013481]
Reactive Oxygen Species (ROS) formation leads to cancer via inflammation pathway,505,ozone,[mesh:D010126]
Reactive Oxygen Species (ROS) formation leads to cancer via inflammation pathway,505,hydroxyl,[mesh:D017665]
Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis,66,testosterone,[mesh:D013739]
Binding of Influenza A Virus (IAV) to Sialic Acid Glycan Receptor leads to viral infection proliferation,506,Sialic Acid,[mesh:D019158]
XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals,65,Sodium Iodide,[mesh:D012974]
Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity,73,dopamine,[mesh:D004298]
Reactive Oxygen (ROS) formation leads to cancer via Peroxisome proliferation-activated receptor (PPAR) pathway,513,Oxygen,[mesh:D010100]
Reactive Oxygen (ROS) formation leads to cancer via Peroxisome proliferation-activated receptor (PPAR) pathway,513,peroxyl,[CHEBI:25935]
Reactive Oxygen (ROS) formation leads to cancer via Peroxisome proliferation-activated receptor (PPAR) pathway,513,superoxide,[mesh:D013481]
Reactive Oxygen (ROS) formation leads to cancer via Peroxisome proliferation-activated receptor (PPAR) pathway,513,ozone,[mesh:D010126]
Reactive Oxygen (ROS) formation leads to cancer via Peroxisome proliferation-activated receptor (PPAR) pathway,513,hydroxyl,[mesh:D017665]
Decreased ALDH1A (RALDH) activity leading to decreased fertility via disrupted meiotic initiation of fetal oogonia,398,retinoid,[CHEBI:4913]
Decreased ALDH1A (RALDH) activity leading to decreased fertility via disrupted meiotic initiation of fetal oogonia,398,all-trans retinoic acid,[mesh:D014212]
Oxygen-evolving complex damage leading to population decline via inhibition of photosynthesis,389,Oxygen,[mesh:D010100]
Oxygen-evolving complex damage leading to population decline via inhibition of photosynthesis,389,ATP,[CHEBI:30616]
"NR1I2 (Pregnane X Receptor, PXR)  activation leading to hepatic steatosis",60,Pregnane,[CHEBI:8386]
AOP for thyroid disorder caused by triphenyl phosphate via TRβ activation,393,triphenyl phosphate,[mesh:C005445]
AOP for thyroid disorder caused by triphenyl phosphate via TRβ activation,393,TPP,[CHEBI:35033]
AOP for thyroid disorder caused by triphenyl phosphate via TRβ activation,393,C,[CHEBI:30039]
Reduced availability of GnRH leading to uterine adenocarcinoma via increased estrogen availability at target organ level,512,Estrogen,[mesh:D004967]
"Increased (ectopic) concentration of all-trans retinoic acid (ATRA) if fetal testis leading to reduced sperm count, males",400,retinoic acid,[CHEBI:26536]
"Increased (ectopic) concentration of all-trans retinoic acid (ATRA) if fetal testis leading to reduced sperm count, males",400,all-trans retinoic acid,[mesh:D014212]
Cardiac ion channels blockade  leading to  increased incidence of cardiovascular morbidity and mortality,519,potassium,[mesh:D011188]
Liver X Receptor (LXR) activation leads to liver steatosis,518,Estrogen,[mesh:D004967]
Liver X Receptor (LXR) activation leads to liver steatosis,518,Pregnane,[CHEBI:8386]
Liver X Receptor (LXR) activation leads to liver steatosis,518,fatty acid,[mesh:D005227]
Liver X Receptor (LXR) activation leads to liver steatosis,518,triglycerides,[mesh:D014280]
Liver X Receptor (LXR) activation leads to liver steatosis,518,retinoic acid,[CHEBI:26536]
Liver X Receptor (LXR) activation leads to liver steatosis,518,Arhyl hydrocarbon,[CHEBI:27841]
Liver X Receptor (LXR) activation leads to liver steatosis,518,androstane,[CHEBI:35509]
